number,unknown,i,j,t,exporter,importer,log_trade,log_gdp_exp,log_gdp_imp,log_distance,polity_exp,polity_imp,cc
32454,14811,37,17,7,Nepal,El_Salvador,0,22.22442819,22.51548295,2.732229488,8,16,0
32455,15811,17,37,8,El_Salvador,Nepal,0,22.53139939,22.34860039,2.732229488,16,8,0
32456,16811,37,17,8,Nepal,El_Salvador,0,22.34860039,22.53139939,2.732229488,8,16,0
32457,17811,17,37,9,El_Salvador,Nepal,0,22.52640387,22.31293873,2.732229488,16,8,0
32458,18811,37,17,9,Nepal,El_Salvador,0,22.31293873,22.52640387,2.732229488,8,16,0
32459,19811,17,37,10,El_Salvador,Nepal,0,22.56971489,22.28825046,2.732229488,16,15,0
32460,20811,37,17,10,Nepal,El_Salvador,0,22.28825046,22.56971489,2.732229488,15,16,0
32461,211202,17,37,11,El_Salvador,Nepal,0,22.62738987,22.32388969,2.732229488,17,15,0
32462,22929,37,17,11,Nepal,El_Salvador,0,22.32388969,22.62738987,2.732229488,15,17,0
32463,23814,17,37,12,El_Salvador,Nepal,0,22.71320992,22.15191487,2.732229488,17,15,0
32464,24811,37,17,12,Nepal,El_Salvador,0,22.15191487,22.71320992,2.732229488,15,17,0
32465,25811,17,37,13,El_Salvador,Nepal,0,22.8388224,22.19610607,2.732229488,17,15,0
32466,26811,37,17,13,Nepal,El_Salvador,0,22.19610607,22.8388224,2.732229488,15,17,0
32467,27811,17,37,14,El_Salvador,Nepal,0,22.96398845,22.27700272,2.732229488,17,15,0
32468,28811,37,17,14,Nepal,El_Salvador,0,22.27700272,22.96398845,2.732229488,15,17,0
32469,29811,17,37,15,El_Salvador,Nepal,0,23.09670558,22.32701833,2.732229488,17,15,0
32470,30811,37,17,15,Nepal,El_Salvador,0,22.32701833,23.09670558,2.732229488,15,17,0
32471,311202,17,37,16,El_Salvador,Nepal,0,23.14845766,22.32482576,2.732229488,17,15,0
32472,32929,37,17,16,Nepal,El_Salvador,0,22.32482576,23.14845766,2.732229488,15,17,0
32473,33814,17,37,17,El_Salvador,Nepal,0,23.20057359,22.38693702,2.732229488,17,15,0
32474,34811,37,17,17,Nepal,El_Salvador,0,22.38693702,23.20057359,2.732229488,15,17,0
32475,35811,17,37,18,El_Salvador,Nepal,0,23.26307888,22.35921067,2.732229488,17,15,0
32476,36811,37,17,18,Nepal,El_Salvador,8.760062957,22.35921067,23.26307888,2.732229488,15,17,0
32477,37811,17,37,19,El_Salvador,Nepal,0,23.28205534,22.37174668,2.732229488,17,16,0
32478,38811,37,17,19,Nepal,El_Salvador,0,22.37174668,23.28205534,2.732229488,16,17,0
32479,39811,17,37,20,El_Salvador,Nepal,0,23.29587807,22.42619409,2.732229488,17,16,0
32480,40811,37,17,20,Nepal,El_Salvador,0,22.42619409,23.29587807,2.732229488,16,17,0
32481,12930,17,38,1,El_Salvador,Netherlands,19.41396022,22.5976339,26.36610873,2.205506614,10,20,0
32482,22930,38,17,1,Netherlands,El_Salvador,17.66422078,26.36610873,22.5976339,2.205506614,20,10,0
32483,32930,17,38,2,El_Salvador,Netherlands,17.57188993,22.52615485,26.27911316,2.205506614,10,20,0
32484,4812,38,17,2,Netherlands,El_Salvador,17.36008608,26.27911316,22.52615485,2.205506614,20,10,0
32485,5812,17,38,3,El_Salvador,Netherlands,15.23430069,22.5263763,26.21240269,2.205506614,10,20,0
32486,6812,38,17,3,Netherlands,El_Salvador,17.2450446,26.21240269,22.5263763,2.205506614,20,10,0
32487,7812,17,38,4,El_Salvador,Netherlands,14.56872083,22.52595668,26.10369085,2.205506614,16,20,0
32488,8812,38,17,4,Netherlands,El_Salvador,17.02578398,26.10369085,22.52595668,2.205506614,20,16,0
32489,9812,17,38,5,El_Salvador,Netherlands,15.0166569,22.52850285,26.08385091,2.205506614,16,20,0
32490,10812,38,17,5,Netherlands,El_Salvador,16.99869095,26.08385091,22.52850285,2.205506614,20,16,0
32491,111203,17,38,6,El_Salvador,Netherlands,17.39454225,22.50216006,26.39544088,2.205506614,16,20,0
32492,12931,38,17,6,Netherlands,El_Salvador,16.81759271,26.39544088,22.50216006,2.205506614,20,16,0
32493,13815,17,38,7,El_Salvador,Netherlands,17.2090306,22.51548295,26.55533932,2.205506614,16,20,0
32494,14812,38,17,7,Netherlands,El_Salvador,16.8598573,26.55533932,22.51548295,2.205506614,20,16,0
32495,15812,17,38,8,El_Salvador,Netherlands,16.36553755,22.53139939,26.57933758,2.205506614,16,20,0
32496,16812,38,17,8,Netherlands,El_Salvador,16.99593883,26.57933758,22.53139939,2.205506614,20,16,0
32497,17812,17,38,9,El_Salvador,Netherlands,16.18045377,22.52640387,26.519701,2.205506614,16,20,0
32498,18812,38,17,9,Netherlands,El_Salvador,17.04772188,26.519701,22.52640387,2.205506614,20,16,0
32499,19812,17,38,10,El_Salvador,Netherlands,16.96198521,22.56971489,26.68259758,2.205506614,16,20,0
32500,20812,38,17,10,Netherlands,El_Salvador,16.70296964,26.68259758,22.56971489,2.205506614,20,16,0
32501,211203,17,38,11,El_Salvador,Netherlands,16.87281072,22.62738987,26.66822505,2.205506614,17,20,0
32502,22931,38,17,11,Netherlands,El_Salvador,16.4540952,26.66822505,22.62738987,2.205506614,20,17,0
32503,23815,17,38,12,El_Salvador,Netherlands,16.45687634,22.71320992,26.73928043,2.205506614,17,20,0
32504,24812,38,17,12,Netherlands,El_Salvador,16.89945974,26.73928043,22.71320992,2.205506614,20,17,0
32505,25812,17,38,13,El_Salvador,Netherlands,16.79454233,22.8388224,26.6824681,2.205506614,17,20,0
32506,26812,38,17,13,Netherlands,El_Salvador,16.92113219,26.6824681,22.8388224,2.205506614,20,17,0
32507,27812,17,38,14,El_Salvador,Netherlands,16.78903246,22.96398845,26.7255622,2.205506614,17,20,0
32508,28812,38,17,14,Netherlands,El_Salvador,16.64534994,26.7255622,22.96398845,2.205506614,20,17,0
32509,29812,17,38,15,El_Salvador,Netherlands,17.15834648,23.09670558,26.87369231,2.205506614,17,20,0
32510,30812,38,17,15,Netherlands,El_Salvador,16.84611513,26.87369231,23.09670558,2.205506614,20,17,0
32511,311203,17,38,16,El_Salvador,Netherlands,17.64646448,23.14845766,26.83733712,2.205506614,17,20,0
32512,32931,38,17,16,Netherlands,El_Salvador,17.32274899,26.83733712,23.14845766,2.205506614,20,17,0
32513,33815,17,38,17,El_Salvador,Netherlands,16.5945636,23.20057359,26.72587367,2.205506614,17,20,0
32514,34812,38,17,17,Netherlands,El_Salvador,16.78390042,26.72587367,23.20057359,2.205506614,20,17,0
32515,35812,17,38,18,El_Salvador,Netherlands,15.80974102,23.26307888,26.75198184,2.205506614,17,20,0
32516,36812,38,17,18,Netherlands,El_Salvador,17.17200381,26.75198184,23.26307888,2.205506614,20,17,0
32517,37812,17,38,19,El_Salvador,Netherlands,14.54817669,23.28205534,26.74528812,2.205506614,17,20,0
32518,38812,38,17,19,Netherlands,El_Salvador,16.44810383,26.74528812,23.28205534,2.205506614,20,17,0
32519,39812,17,38,20,El_Salvador,Netherlands,14.69349405,23.29587807,26.6394679,2.205506614,17,20,0
32520,40812,38,17,20,Netherlands,El_Salvador,16.16989129,26.6394679,23.29587807,2.205506614,20,17,0
32521,12932,17,39,1,El_Salvador,New_Zealand,11.97430328,22.5976339,24.56896567,2.442149403,10,20,0
32522,22932,39,17,1,New_Zealand,El_Salvador,16.13946901,24.56896567,22.5976339,2.442149403,20,10,0
32523,32932,17,39,2,El_Salvador,New_Zealand,12.5679164,22.52615485,24.48459126,2.442149403,10,20,0
32524,4813,39,17,2,New_Zealand,El_Salvador,13.10627489,24.48459126,22.52615485,2.442149403,20,10,0
32525,5813,17,39,3,El_Salvador,New_Zealand,12.01572142,22.5263763,24.44044585,2.442149403,10,20,0
32526,6813,39,17,3,New_Zealand,El_Salvador,13.95306274,24.44044585,22.5263763,2.442149403,20,10,0
32527,7813,17,39,4,El_Salvador,New_Zealand,11.58063381,22.52595668,24.35525407,2.442149403,16,20,0
32528,8813,39,17,4,New_Zealand,El_Salvador,13.11676746,24.35525407,22.52595668,2.442149403,20,16,0
32529,9813,17,39,5,El_Salvador,New_Zealand,10.32603553,22.52850285,24.32026232,2.442149403,16,20,0
32530,10813,39,17,5,New_Zealand,El_Salvador,13.07725559,24.32026232,22.52850285,2.442149403,20,16,0
32531,111204,17,39,6,El_Salvador,New_Zealand,10.37116223,22.50216006,24.54925376,2.442149403,16,20,0
32532,12933,39,17,6,New_Zealand,El_Salvador,14.85778601,24.54925376,22.50216006,2.442149403,20,16,0
32533,13816,17,39,7,El_Salvador,New_Zealand,9.802588412,22.51548295,24.75015684,2.442149403,16,20,0
32534,14813,39,17,7,New_Zealand,El_Salvador,15.62051941,24.75015684,22.51548295,2.442149403,20,16,0
32535,15813,17,39,8,El_Salvador,New_Zealand,12.24773538,22.53139939,24.88742345,2.442149403,16,20,0
32536,16813,39,17,8,New_Zealand,El_Salvador,14.81044439,24.88742345,22.53139939,2.442149403,20,16,0
32537,17813,17,39,9,El_Salvador,New_Zealand,9.54496782,22.52640387,24.80583978,2.442149403,16,20,0
32538,18813,39,17,9,New_Zealand,El_Salvador,15.47598791,24.80583978,22.52640387,2.442149403,20,16,0
32539,19813,17,39,10,El_Salvador,New_Zealand,9.235546634,22.56971489,24.77407496,2.442149403,16,20,0
32540,20813,39,17,10,New_Zealand,El_Salvador,15.26137181,24.77407496,22.56971489,2.442149403,20,16,0
32541,211204,17,39,11,El_Salvador,New_Zealand,10.75003255,22.62738987,24.69784578,2.442149403,17,20,0
32542,22933,39,17,11,New_Zealand,El_Salvador,14.98901268,24.69784578,22.62738987,2.442149403,20,17,0
32543,23816,17,39,12,El_Salvador,New_Zealand,10.67990029,22.71320992,24.62696923,2.442149403,17,20,0
32544,24813,39,17,12,New_Zealand,El_Salvador,15.53044337,24.62696923,22.71320992,2.442149403,20,17,0
32545,25813,17,39,13,El_Salvador,New_Zealand,8.513883499,22.8388224,24.68283256,2.442149403,17,20,0
32546,26813,39,17,13,New_Zealand,El_Salvador,15.84228157,24.68283256,22.8388224,2.442149403,20,17,0
32547,27813,17,39,14,El_Salvador,New_Zealand,9.313118366,22.96398845,24.82074987,2.442149403,17,20,0
32548,28813,39,17,14,New_Zealand,El_Salvador,16.01384937,24.82074987,22.96398845,2.442149403,20,17,0
32549,29813,17,39,15,El_Salvador,New_Zealand,6.837391953,23.09670558,24.95300357,2.442149403,17,20,0
32550,30813,39,17,15,New_Zealand,El_Salvador,16.11502713,24.95300357,23.09670558,2.442149403,20,17,0
32551,311204,17,39,16,El_Salvador,New_Zealand,10.24542129,23.14845766,25.01801685,2.442149403,17,20,0
32552,32933,39,17,16,New_Zealand,El_Salvador,16.49389619,25.01801685,23.14845766,2.442149403,20,17,0
32553,33816,17,39,17,El_Salvador,New_Zealand,10.04346638,23.20057359,24.99233306,2.442149403,17,20,0
32554,34813,39,17,17,New_Zealand,El_Salvador,16.46278047,24.99233306,23.20057359,2.442149403,20,17,0
32555,35813,17,39,18,El_Salvador,New_Zealand,10.84706569,23.26307888,24.77820611,2.442149403,17,20,0
32556,36813,39,17,18,New_Zealand,El_Salvador,16.3348325,24.77820611,23.26307888,2.442149403,20,17,0
32557,37813,17,39,19,El_Salvador,New_Zealand,10.04288699,23.28205534,24.79410091,2.442149403,17,20,0
32558,38813,39,17,19,New_Zealand,El_Salvador,16.32548849,24.79410091,23.28205534,2.442149403,20,17,0
32559,39813,17,39,20,El_Salvador,New_Zealand,11.02916362,23.29587807,24.66872362,2.442149403,17,20,0
32560,40813,39,17,20,New_Zealand,El_Salvador,16.13946127,24.66872362,23.29587807,2.442149403,20,17,0
32561,12934,17,40,1,El_Salvador,Norway,16.56726286,22.5976339,25.4957277,2.222590211,10,20,0
32562,22934,40,17,1,Norway,El_Salvador,12.11959353,25.4957277,22.5976339,2.222590211,20,10,0
32563,32934,17,40,2,El_Salvador,Norway,13.20232151,22.52615485,25.41978926,2.222590211,10,20,0
32564,4814,40,17,2,Norway,El_Salvador,11.99144007,25.41978926,22.52615485,2.222590211,20,10,0
32565,5814,17,40,3,El_Salvador,Norway,14.7997456,22.5263763,25.36843262,2.222590211,10,20,0
32566,6814,40,17,3,Norway,El_Salvador,12.45572408,25.36843262,22.5263763,2.222590211,20,10,0
32567,7814,17,40,4,El_Salvador,Norway,10.20669718,22.52595668,25.33278842,2.222590211,16,20,0
32568,8814,40,17,4,Norway,El_Salvador,12.00810892,25.33278842,22.52595668,2.222590211,20,16,0
32569,9814,17,40,5,El_Salvador,Norway,11.59313094,22.52850285,25.34768634,2.222590211,16,20,0
32570,10814,40,17,5,Norway,El_Salvador,12.03783542,25.34768634,22.52850285,2.222590211,20,16,0
32571,111205,17,40,6,El_Salvador,Norway,15.71506505,22.50216006,25.50581839,2.222590211,16,20,0
32572,12935,40,17,6,Norway,El_Salvador,15.33065702,25.50581839,22.50216006,2.222590211,20,16,0
32573,13817,17,40,7,El_Salvador,Norway,11.40932914,22.51548295,25.65009843,2.222590211,16,20,0
32574,14814,40,17,7,Norway,El_Salvador,13.84497324,25.65009843,22.51548295,2.222590211,20,16,0
32575,15814,17,40,8,El_Salvador,Norway,14.14398246,22.53139939,25.6907836,2.222590211,16,20,0
32576,16814,40,17,8,Norway,El_Salvador,15.16512585,25.6907836,22.53139939,2.222590211,20,16,0
32577,17814,17,40,9,El_Salvador,Norway,11.9128927,22.52640387,25.65079298,2.222590211,16,20,0
32578,18814,40,17,9,Norway,El_Salvador,15.70203035,25.65079298,22.52640387,2.222590211,20,16,0
32579,19814,17,40,10,El_Salvador,Norway,14.50830025,22.56971489,25.752608,2.222590211,16,20,0
32580,20814,40,17,10,Norway,El_Salvador,12.57938118,25.752608,22.56971489,2.222590211,20,16,0
32581,211205,17,40,11,El_Salvador,Norway,14.93246054,22.62738987,25.73692153,2.222590211,17,20,0
32582,22935,40,17,11,Norway,El_Salvador,11.10830216,25.73692153,22.62738987,2.222590211,20,17,0
32583,23817,17,40,12,El_Salvador,Norway,12.84886504,22.71320992,25.77232653,2.222590211,17,20,0
32584,24814,40,17,12,Norway,El_Salvador,14.39920807,25.77232653,22.71320992,2.222590211,20,17,0
32585,25814,17,40,13,El_Salvador,Norway,13.46630252,22.8388224,25.66081686,2.222590211,17,20,0
32586,26814,40,17,13,Norway,El_Salvador,13.49410272,25.66081686,22.8388224,2.222590211,20,17,0
32587,27814,17,40,14,El_Salvador,Norway,15.08551459,22.96398845,25.69364128,2.222590211,17,20,0
32588,28814,40,17,14,Norway,El_Salvador,11.92932093,25.69364128,22.96398845,2.222590211,20,17,0
32589,29814,17,40,15,El_Salvador,Norway,15.43033918,23.09670558,25.84262606,2.222590211,17,20,0
32590,30814,40,17,15,Norway,El_Salvador,13.49438231,25.84262606,23.09670558,2.222590211,20,17,0
32591,311205,17,40,16,El_Salvador,Norway,13.10645525,23.14845766,25.88521797,2.222590211,17,20,0
32592,32935,40,17,16,Norway,El_Salvador,12.7225661,25.88521797,23.14845766,2.222590211,20,17,0
32593,33817,17,40,17,El_Salvador,Norway,14.44724513,23.20057359,25.84987429,2.222590211,17,20,0
32594,34814,40,17,17,Norway,El_Salvador,13.60819814,25.84987429,23.20057359,2.222590211,20,17,0
32595,35814,17,40,18,El_Salvador,Norway,11.54576973,23.26307888,25.78880752,2.222590211,17,20,0
32596,36814,40,17,18,Norway,El_Salvador,13.79182055,25.78880752,23.26307888,2.222590211,20,17,0
32597,37814,17,40,19,El_Salvador,Norway,13.40984158,23.28205534,25.81892173,2.222590211,17,20,0
32598,38814,40,17,19,Norway,El_Salvador,13.16809358,25.81892173,23.28205534,2.222590211,20,17,0
32599,39814,17,40,20,El_Salvador,Norway,13.72224768,23.29587807,25.84125965,2.222590211,17,20,0
32600,40814,40,17,20,Norway,El_Salvador,14.13018552,25.84125965,23.29587807,2.222590211,20,17,0
32601,12936,17,41,1,El_Salvador,Oman,0,22.5976339,23.34454226,2.679692345,10,0,0
32602,22936,41,17,1,Oman,El_Salvador,0,23.34454226,22.5976339,2.679692345,0,10,0
32603,32936,17,41,2,El_Salvador,Oman,0,22.52615485,23.32392698,2.679692345,10,0,0
32604,4815,41,17,2,Oman,El_Salvador,0,23.32392698,22.52615485,2.679692345,0,10,0
32605,5815,17,41,3,El_Salvador,Oman,0,22.5263763,23.3414133,2.679692345,10,0,0
32606,6815,41,17,3,Oman,El_Salvador,0,23.3414133,22.5263763,2.679692345,0,10,0
32607,7815,17,41,4,El_Salvador,Oman,0,22.52595668,23.4055154,2.679692345,16,0,0
32608,8815,41,17,4,Oman,El_Salvador,0,23.4055154,22.52595668,2.679692345,0,16,0
32609,9815,17,41,5,El_Salvador,Oman,0,22.52850285,23.49608687,2.679692345,16,0,0
32610,10815,41,17,5,Oman,El_Salvador,0,23.49608687,22.52850285,2.679692345,0,16,0
32611,111206,17,41,6,El_Salvador,Oman,0,22.50216006,23.16569538,2.679692345,16,0,0
32612,12937,41,17,6,Oman,El_Salvador,0,23.16569538,22.50216006,2.679692345,0,16,0
32613,13818,17,41,7,El_Salvador,Oman,0,22.51548295,23.19464389,2.679692345,16,0,0
32614,14815,41,17,7,Oman,El_Salvador,0,23.19464389,22.51548295,2.679692345,0,16,0
32615,15815,17,41,8,El_Salvador,Oman,0,22.53139939,23.12816183,2.679692345,16,0,0
32616,16815,41,17,8,Oman,El_Salvador,0,23.12816183,22.53139939,2.679692345,0,16,0
32617,17815,17,41,9,El_Salvador,Oman,0,22.52640387,23.17987257,2.679692345,16,0,0
32618,18815,41,17,9,Oman,El_Salvador,0,23.17987257,22.52640387,2.679692345,0,16,0
32619,19815,17,41,10,El_Salvador,Oman,0,22.56971489,23.35039307,2.679692345,16,0,0
32620,20815,41,17,10,Oman,El_Salvador,0,23.35039307,22.56971489,2.679692345,0,16,0
32621,211206,17,41,11,El_Salvador,Oman,0,22.62738987,23.28018576,2.679692345,17,1,0
32622,22937,41,17,11,Oman,El_Salvador,0,23.28018576,22.62738987,2.679692345,1,17,0
32623,23818,17,41,12,El_Salvador,Oman,0,22.71320992,23.35294217,2.679692345,17,1,0
32624,24815,41,17,12,Oman,El_Salvador,0,23.35294217,22.71320992,2.679692345,1,17,0
32625,25815,17,41,13,El_Salvador,Oman,0,22.8388224,23.3145567,2.679692345,17,1,0
32626,26815,41,17,13,Oman,El_Salvador,0,23.3145567,22.8388224,2.679692345,1,17,0
32627,27815,17,41,14,El_Salvador,Oman,0,22.96398845,23.29816244,2.679692345,17,1,0
32628,28815,41,17,14,Oman,El_Salvador,0,23.29816244,22.96398845,2.679692345,1,17,0
32629,29815,17,41,15,El_Salvador,Oman,0,23.09670558,23.33861924,2.679692345,17,1,0
32630,30815,41,17,15,Oman,El_Salvador,0,23.33861924,23.09670558,2.679692345,1,17,0
32631,311206,17,41,16,El_Salvador,Oman,0,23.14845766,23.5441666,2.679692345,17,1,0
32632,32937,41,17,16,Oman,El_Salvador,0,23.5441666,23.14845766,2.679692345,1,17,0
32633,33818,17,41,17,El_Salvador,Oman,0,23.20057359,23.55363843,2.679692345,17,1,0
32634,34815,41,17,17,Oman,El_Salvador,0,23.55363843,23.20057359,2.679692345,1,17,0
32635,35815,17,41,18,El_Salvador,Oman,0,23.26307888,23.42434703,2.679692345,17,1,0
32636,36815,41,17,18,Oman,El_Salvador,0,23.42434703,23.26307888,2.679692345,1,17,0
32637,37815,17,41,19,El_Salvador,Oman,6.72012892,23.28205534,23.50998741,2.679692345,17,1,0
32638,38815,41,17,19,Oman,El_Salvador,0,23.50998741,23.28205534,2.679692345,1,17,0
32639,39815,17,41,20,El_Salvador,Oman,0,23.29587807,23.71398557,2.679692345,17,1,0
32640,40815,41,17,20,Oman,El_Salvador,0,23.71398557,23.29587807,2.679692345,1,17,0
32641,12938,17,42,1,El_Salvador,Panama,16.15906697,22.5976339,22.82310033,0.161411524,10,4,0
32642,22938,42,17,1,Panama,El_Salvador,17.69901943,22.82310033,22.5976339,0.161411524,4,10,0
32643,32938,17,42,2,El_Salvador,Panama,16.11298526,22.52615485,22.86262709,0.161411524,10,5,0
32644,4816,42,17,2,Panama,El_Salvador,17.56789449,22.86262709,22.52615485,0.161411524,5,10,0
32645,5816,17,42,3,El_Salvador,Panama,16.12722976,22.5263763,22.85795257,0.161411524,10,5,0
32646,6816,42,17,3,Panama,El_Salvador,17.47487212,22.85795257,22.5263763,0.161411524,5,10,0
32647,7816,17,42,4,El_Salvador,Panama,16.00666554,22.52595668,22.85969293,0.161411524,16,4,0
32648,8816,42,17,4,Panama,El_Salvador,17.73918601,22.85969293,22.52595668,0.161411524,4,16,0
32649,9816,17,42,5,El_Salvador,Panama,16.0180959,22.52850285,22.87990073,0.161411524,16,4,0
32650,10816,42,17,5,Panama,El_Salvador,15.7526687,22.87990073,22.52850285,0.161411524,4,16,0
32651,111207,17,42,6,El_Salvador,Panama,15.93342277,22.50216006,22.89963577,0.161411524,16,4,0
32652,12939,42,17,6,Panama,El_Salvador,17.61007605,22.89963577,22.50216006,0.161411524,4,16,0
32653,13819,17,42,7,El_Salvador,Panama,15.99872954,22.51548295,22.86912299,0.161411524,16,2,0
32654,14816,42,17,7,Panama,El_Salvador,17.73811148,22.86912299,22.51548295,0.161411524,2,16,0
32655,15816,17,42,8,El_Salvador,Panama,15.44994675,22.53139939,22.68179259,0.161411524,16,2,0
32656,16816,42,17,8,Panama,El_Salvador,17.56511211,22.68179259,22.53139939,0.161411524,2,16,0
32657,17816,17,42,9,El_Salvador,Panama,15.5043622,22.52640387,22.63883317,0.161411524,16,18,0
32658,18816,42,17,9,Panama,El_Salvador,17.61202487,22.63883317,22.52640387,0.161411524,18,16,0
32659,19816,17,42,10,El_Salvador,Panama,16.01708669,22.56971489,22.66860964,0.161411524,16,18,0
32660,20816,42,17,10,Panama,El_Salvador,15.84812543,22.66860964,22.56971489,0.161411524,18,16,0
32661,211207,17,42,11,El_Salvador,Panama,16.16345324,22.62738987,22.72252883,0.161411524,17,18,0
32662,22939,42,17,11,Panama,El_Salvador,16.21584395,22.72252883,22.62738987,0.161411524,18,17,0
32663,23819,17,42,12,El_Salvador,Panama,16.43256767,22.71320992,22.82125141,0.161411524,17,18,0
32664,24816,42,17,12,Panama,El_Salvador,18.03568928,22.82125141,22.71320992,0.161411524,18,17,0
32665,25816,17,42,13,El_Salvador,Panama,16.49607653,22.8388224,22.87964439,0.161411524,17,18,0
32666,26816,42,17,13,Panama,El_Salvador,18.18574544,22.87964439,22.8388224,0.161411524,18,17,0
32667,27816,17,42,14,El_Salvador,Panama,16.55874945,22.96398845,22.91846858,0.161411524,17,19,0
32668,28816,42,17,14,Panama,El_Salvador,18.35538772,22.91846858,22.96398845,0.161411524,19,17,0
32669,29816,17,42,15,El_Salvador,Panama,16.63324839,23.09670558,22.91354157,0.161411524,17,19,0
32670,30816,42,17,15,Panama,El_Salvador,18.07617256,22.91354157,23.09670558,0.161411524,19,17,0
32671,311207,17,42,16,El_Salvador,Panama,16.94215387,23.14845766,23.03006765,0.161411524,17,19,0
32672,32939,42,17,16,Panama,El_Salvador,19.07799922,23.03006765,23.14845766,0.161411524,19,17,0
32673,33819,17,42,17,El_Salvador,Panama,16.9455469,23.20057359,23.06884238,0.161411524,17,19,0
32674,34816,42,17,17,Panama,El_Salvador,18.06770868,23.06884238,23.20057359,0.161411524,19,17,0
32675,35816,17,42,18,El_Salvador,Panama,17.03740895,23.26307888,23.16693502,0.161411524,17,19,0
32676,36816,42,17,18,Panama,El_Salvador,18.53472948,23.16693502,23.26307888,0.161411524,19,17,0
32677,37816,17,42,19,El_Salvador,Panama,17.19238164,23.28205534,23.18994005,0.161411524,17,19,0
32678,38816,42,17,19,Panama,El_Salvador,18.43609205,23.18994005,23.28205534,0.161411524,19,17,0
32679,39816,17,42,20,El_Salvador,Panama,17.14306517,23.29587807,23.19980424,0.161411524,17,19,0
32680,40816,42,17,20,Panama,El_Salvador,18.6897102,23.19980424,23.29587807,0.161411524,19,17,0
32681,12940,17,43,1,El_Salvador,Paraguay,11.99036759,22.5976339,23.11656611,1.706286611,10,2,0
32682,22940,43,17,1,Paraguay,El_Salvador,0,23.11656611,22.5976339,1.706286611,2,10,0
32683,32940,17,43,2,El_Salvador,Paraguay,10.96926399,22.52615485,22.99247524,1.706286611,10,2,0
32684,4817,43,17,2,Paraguay,El_Salvador,0,22.99247524,22.52615485,1.706286611,2,10,0
32685,5817,17,43,3,El_Salvador,Paraguay,10.78865273,22.5263763,22.99352686,1.706286611,10,2,0
32686,6817,43,17,3,Paraguay,El_Salvador,0,22.99352686,22.5263763,1.706286611,2,10,0
32687,7817,17,43,4,El_Salvador,Paraguay,9.952504328,22.52595668,22.70782276,1.706286611,16,2,0
32688,8817,43,17,4,Paraguay,El_Salvador,0,22.70782276,22.52595668,1.706286611,2,16,0
32689,9817,17,43,5,El_Salvador,Paraguay,11.75633138,22.52850285,22.34407381,1.706286611,16,2,0
32690,10817,43,17,5,Paraguay,El_Salvador,0,22.34407381,22.52850285,1.706286611,2,16,0
32691,111208,17,43,6,El_Salvador,Paraguay,12.00915992,22.50216006,22.43921178,1.706286611,16,2,0
32692,12941,43,17,6,Paraguay,El_Salvador,9.918245453,22.43921178,22.50216006,1.706286611,2,16,0
32693,13820,17,43,7,El_Salvador,Paraguay,11.73292819,22.51548295,22.45564716,1.706286611,16,2,0
32694,14817,43,17,7,Paraguay,El_Salvador,9.055854542,22.45564716,22.51548295,1.706286611,2,16,0
32695,15817,17,43,8,El_Salvador,Paraguay,11.07043413,22.53139939,22.47241424,1.706286611,16,2,0
32696,16817,43,17,8,Paraguay,El_Salvador,0,22.47241424,22.53139939,1.706286611,2,16,0
32697,17817,17,43,9,El_Salvador,Paraguay,11.82684369,22.52640387,22.52411292,1.706286611,16,12,0
32698,18817,43,17,9,Paraguay,El_Salvador,7.236850139,22.52411292,22.52640387,1.706286611,12,16,0
32699,19817,17,43,10,El_Salvador,Paraguay,11.69847653,22.56971489,22.65914884,1.706286611,16,12,0
32700,20817,43,17,10,Paraguay,El_Salvador,0,22.65914884,22.56971489,1.706286611,12,16,0
32701,211208,17,43,11,El_Salvador,Paraguay,12.44536744,22.62738987,22.7903795,1.706286611,17,12,0
32702,22941,43,17,11,Paraguay,El_Salvador,8.277164493,22.7903795,22.62738987,1.706286611,12,17,0
32703,23820,17,43,12,El_Salvador,Paraguay,11.7576332,22.71320992,22.79221957,1.706286611,17,17,0
32704,24817,43,17,12,Paraguay,El_Salvador,9.521986822,22.79221957,22.71320992,1.706286611,17,17,0
32705,25817,17,43,13,El_Salvador,Paraguay,11.94450045,22.8388224,22.82580703,1.706286611,17,17,0
32706,26817,43,17,13,Paraguay,El_Salvador,0,22.82580703,22.8388224,1.706286611,17,17,0
32707,27817,17,43,14,El_Salvador,Paraguay,12.24077734,22.96398845,22.93387325,1.706286611,17,17,0
32708,28817,43,17,14,Paraguay,El_Salvador,10.33961943,22.93387325,22.96398845,1.706286611,17,17,0
32709,29817,17,43,15,El_Salvador,Paraguay,12.46619348,23.09670558,23.04485812,1.706286611,17,17,0
32710,30817,43,17,15,Paraguay,El_Salvador,10.83331343,23.04485812,23.09670558,1.706286611,17,17,0
32711,311208,17,43,16,El_Salvador,Paraguay,12.07422494,23.14845766,23.081197,1.706286611,17,17,0
32712,32941,43,17,16,Paraguay,El_Salvador,10.90949891,23.081197,23.14845766,1.706286611,17,17,0
32713,33820,17,43,17,El_Salvador,Paraguay,12.04457216,23.20057359,23.05643271,1.706286611,17,17,0
32714,34817,43,17,17,Paraguay,El_Salvador,12.69402636,23.05643271,23.20057359,1.706286611,17,17,0
32715,35817,17,43,18,El_Salvador,Paraguay,11.79940336,23.26307888,22.92993443,1.706286611,17,16,0
