number,unknown,i,j,t,exporter,importer,log_trade,log_gdp_exp,log_gdp_imp,log_distance,polity_exp,polity_imp,cc
1,1,1,2,1,Algeria,Argentina,16.44561805,25.1531471,25.72780558,2.319076918,1,2,0
2,2,2,1,1,Argentina,Algeria,18.34772397,25.72780558,25.1531471,2.319076918,2,1,0
3,3,1,2,2,Algeria,Argentina,0,25.11347651,25.73676129,2.319076918,1,2,0
4,4,2,1,2,Argentina,Algeria,19.36648923,25.73676129,25.11347651,2.319076918,2,1,0
5,5,1,2,3,Algeria,Argentina,0,25.15849058,25.91515116,2.319076918,1,18,0
6,6,2,1,3,Argentina,Algeria,18.78677771,25.91515116,25.15849058,2.319076918,18,1,0
7,7,1,2,4,Algeria,Argentina,0,25.21190653,25.59920641,2.319076918,1,18,0
8,8,2,1,4,Argentina,Algeria,18.74653256,25.59920641,25.21190653,2.319076918,18,1,0
9,9,1,2,5,Algeria,Argentina,0,25.25221917,25.67197431,2.319076918,1,18,0
10,10,2,1,5,Argentina,Algeria,18.20159691,25.67197431,25.25221917,2.319076918,18,1,0
11,11,1,2,6,Algeria,Argentina,0,25.32926962,25.83852415,2.319076918,1,18,0
12,12,2,1,6,Argentina,Algeria,18.88510136,25.83852415,25.32926962,2.319076918,18,1,0
13,13,1,2,7,Algeria,Argentina,17.12837768,25.33944388,25.8305868,2.319076918,1,18,0
14,14,2,1,7,Argentina,Algeria,17.91930816,25.8305868,25.33944388,2.319076918,18,1,0
15,15,1,2,8,Algeria,Argentina,0,25.17792958,25.94288574,2.319076918,1,18,0
16,16,2,1,8,Argentina,Algeria,17.16948131,25.94288574,25.17792958,2.319076918,18,1,0
17,17,1,2,9,Algeria,Argentina,0,25.06982406,25.39023794,2.319076918,8,17,0
18,18,2,1,9,Argentina,Algeria,17.95569553,25.39023794,25.06982406,2.319076918,17,8,0
19,19,1,2,10,Algeria,Argentina,0,25.12615219,25.9477777,2.319076918,8,17,0
20,20,2,1,10,Argentina,Algeria,17.6772582,25.9477777,25.12615219,2.319076918,17,8,0
21,21,1,2,11,Algeria,Argentina,0,24.77989633,26.20482211,2.319076918,8,17,0
22,22,2,1,11,Argentina,Algeria,17.50843856,26.20482211,24.77989633,2.319076918,17,8,0
23,23,1,2,12,Algeria,Argentina,0,24.79934045,26.36186145,2.319076918,3,17,0
24,24,2,1,12,Argentina,Algeria,17.09590767,26.36186145,24.79934045,2.319076918,17,3,0
25,25,1,2,13,Algeria,Argentina,15.52822375,24.80866392,26.36670306,2.319076918,3,17,0
26,26,2,1,13,Argentina,Algeria,16.01081732,26.36670306,24.80866392,2.319076918,17,3,0
27,27,1,2,14,Algeria,Argentina,16.6286309,24.62286379,26.4224358,2.319076918,3,17,0
28,28,2,1,14,Argentina,Algeria,17.56736904,26.4224358,24.62286379,2.319076918,17,3,0
29,29,1,2,15,Algeria,Argentina,16.85926764,24.57831013,26.39837337,2.319076918,7,17,0
30,30,2,1,15,Argentina,Algeria,18.13756262,26.39837337,24.57831013,2.319076918,17,7,0
31,31,1,2,16,Algeria,Argentina,17.14190632,24.66219697,26.42211584,2.319076918,7,17,0
32,32,2,1,16,Argentina,Algeria,18.42777839,26.42211584,24.66219697,2.319076918,17,7,0
33,33,1,2,17,Algeria,Argentina,17.40531056,24.66274399,26.4738011,2.319076918,7,17,0
34,34,2,1,17,Argentina,Algeria,17.85372185,26.4738011,24.66274399,2.319076918,17,7,0
35,35,1,2,18,Algeria,Argentina,17.14297097,24.63679446,26.4786158,2.319076918,7,17,0
36,36,2,1,18,Argentina,Algeria,18.34619019,26.4786158,24.63679446,2.319076918,17,7,0
37,37,1,2,19,Algeria,Argentina,16.35421653,24.61915946,26.40530094,2.319076918,7,18,0
38,38,2,1,19,Argentina,Algeria,18.65912043,26.40530094,24.61915946,2.319076918,18,7,0
39,39,1,2,20,Algeria,Argentina,17.36914266,24.70294749,26.37224008,2.319076918,7,18,0
40,40,2,1,20,Argentina,Algeria,18.13799376,26.37224008,24.70294749,2.319076918,18,7,0
41,110,1,3,1,Algeria,Australia,0,25.1531471,26.6196578,2.831452592,1,20,0
42,210,3,1,1,Australia,Algeria,16.54510937,26.6196578,25.1531471,2.831452592,20,1,0
43,310,1,3,2,Algeria,Australia,16.5675693,25.11347651,26.51186557,2.831452592,1,20,0
44,41,3,1,2,Australia,Algeria,14.17099492,26.51186557,25.11347651,2.831452592,20,1,0
45,51,1,3,3,Algeria,Australia,0,25.15849058,26.48024642,2.831452592,1,20,0
46,61,3,1,3,Australia,Algeria,15.62473749,26.48024642,25.15849058,2.831452592,20,1,0
47,71,1,3,4,Algeria,Australia,0,25.21190653,26.51169726,2.831452592,1,20,0
48,81,3,1,4,Australia,Algeria,17.70105135,26.51169726,25.21190653,2.831452592,20,1,0
49,91,1,3,5,Algeria,Australia,0,25.25221917,26.34679338,2.831452592,1,20,0
50,101,3,1,5,Australia,Algeria,18.16851305,26.34679338,25.25221917,2.831452592,20,1,0
51,111,1,3,6,Algeria,Australia,7.130961602,25.32926962,26.37909174,2.831452592,1,20,0
52,121,3,1,6,Australia,Algeria,18.21533519,26.37909174,25.32926962,2.831452592,20,1,0
53,131,1,3,7,Algeria,Australia,12.94029457,25.33944388,26.51913628,2.831452592,1,20,0
54,141,3,1,7,Australia,Algeria,18.25050564,26.51913628,25.33944388,2.831452592,20,1,0
55,151,1,3,8,Algeria,Australia,11.8499364,25.17792958,26.71546976,2.831452592,1,20,0
56,161,3,1,8,Australia,Algeria,17.93762184,26.71546976,25.17792958,2.831452592,20,1,0
57,171,1,3,9,Algeria,Australia,15.73277577,25.06982406,26.76866856,2.831452592,8,20,0
58,181,3,1,9,Australia,Algeria,17.61266749,26.76866856,25.06982406,2.831452592,20,8,0
59,191,1,3,10,Algeria,Australia,15.65031826,25.12615219,26.73881072,2.831452592,8,20,0
60,201,3,1,10,Australia,Algeria,18.11516497,26.73881072,25.12615219,2.831452592,20,8,0
61,211,1,3,11,Algeria,Australia,0,24.77989633,26.71669981,2.831452592,8,20,0
62,221,3,1,11,Australia,Algeria,17.93185198,26.71669981,24.77989633,2.831452592,20,8,0
63,231,1,3,12,Algeria,Australia,10.93389127,24.79934045,26.67434263,2.831452592,3,20,0
64,241,3,1,12,Australia,Algeria,17.656209,26.67434263,24.79934045,2.831452592,20,3,0
65,251,1,3,13,Algeria,Australia,15.86841705,24.80866392,26.61567062,2.831452592,3,20,0
66,261,3,1,13,Australia,Algeria,17.45041201,26.61567062,24.80866392,2.831452592,20,3,0
67,271,1,3,14,Algeria,Australia,6.802777056,24.62286379,26.71690413,2.831452592,3,20,0
68,281,3,1,14,Australia,Algeria,16.23750626,26.71690413,24.62286379,2.831452592,20,3,0
69,291,1,3,15,Algeria,Australia,11.0580169,24.57831013,26.76699221,2.831452592,7,20,0
70,301,3,1,15,Australia,Algeria,17.39941114,26.76699221,24.57831013,2.831452592,20,7,0
71,311,1,3,16,Algeria,Australia,11.01176455,24.66219697,26.84459229,2.831452592,7,20,0
72,321,3,1,16,Australia,Algeria,16.55086781,26.84459229,24.66219697,2.831452592,20,7,0
73,331,1,3,17,Algeria,Australia,10.41776432,24.66274399,26.82671471,2.831452592,7,20,0
74,341,3,1,17,Australia,Algeria,16.81699469,26.82671471,24.66274399,2.831452592,20,7,0
75,351,1,3,18,Algeria,Australia,13.19863773,24.63679446,26.69706608,2.831452592,7,20,0
76,361,3,1,18,Australia,Algeria,17.58131689,26.69706608,24.63679446,2.831452592,20,7,0
77,371,1,3,19,Algeria,Australia,11.37813518,24.61915946,26.76267986,2.831452592,7,20,0
78,381,3,1,19,Australia,Algeria,17.8208966,26.76267986,24.61915946,2.831452592,20,7,0
79,391,1,3,20,Algeria,Australia,15.17982998,24.70294749,26.68427118,2.831452592,7,20,0
80,401,3,1,20,Australia,Algeria,17.25930279,26.68427118,24.70294749,2.831452592,20,7,0
81,112,1,4,1,Algeria,Austria,19.8141823,25.1531471,25.59336617,0.516322219,1,20,0
82,212,4,1,1,Austria,Algeria,19.42615258,25.59336617,25.1531471,0.516322219,20,1,0
83,312,1,4,2,Algeria,Austria,18.86222554,25.11347651,25.5350356,0.516322219,1,20,0
84,42,4,1,2,Austria,Algeria,19.22413295,25.5350356,25.11347651,0.516322219,20,1,0
85,52,1,4,3,Algeria,Austria,19.57024109,25.15849058,25.51352483,0.516322219,1,20,0
86,62,4,1,3,Austria,Algeria,19.38809951,25.51352483,25.15849058,0.516322219,20,1,0
87,72,1,4,4,Algeria,Austria,19.68355407,25.21190653,25.41359246,0.516322219,1,20,0
88,82,4,1,4,Austria,Algeria,19.48539704,25.41359246,25.21190653,0.516322219,20,1,0
89,92,1,4,5,Algeria,Austria,19.39601069,25.25221917,25.3981944,0.516322219,1,20,0
90,102,4,1,5,Austria,Algeria,19.69589966,25.3981944,25.25221917,0.516322219,20,1,0
91,113,1,4,6,Algeria,Austria,18.9826031,25.32926962,25.73316363,0.516322219,1,20,0
92,122,4,1,6,Austria,Algeria,19.75577098,25.73316363,25.32926962,0.516322219,20,1,0
93,132,1,4,7,Algeria,Austria,18.8605409,25.33944388,25.92673067,0.516322219,1,20,0
94,142,4,1,7,Austria,Algeria,19.25434238,25.92673067,25.33944388,0.516322219,20,1,0
95,152,1,4,8,Algeria,Austria,18.89789455,25.17792958,25.95072892,0.516322219,1,20,0
96,162,4,1,8,Austria,Algeria,19.61924468,25.95072892,25.17792958,0.516322219,20,1,0
97,172,1,4,9,Algeria,Austria,19.72261512,25.06982406,25.90367113,0.516322219,8,20,0
98,182,4,1,9,Austria,Algeria,19.42845577,25.90367113,25.06982406,0.516322219,20,8,0
99,192,1,4,10,Algeria,Austria,19.92237643,25.12615219,26.08661414,0.516322219,8,20,0
100,202,4,1,10,Austria,Algeria,19.1026876,26.08661414,25.12615219,0.516322219,20,8,0
101,213,1,4,11,Algeria,Austria,19.96575073,24.77989633,26.08769675,0.516322219,8,20,0
102,222,4,1,11,Austria,Algeria,18.84160846,26.08769675,24.77989633,0.516322219,20,8,0
103,232,1,4,12,Algeria,Austria,19.52111763,24.79934045,26.17516351,0.516322219,3,20,0
104,242,4,1,12,Austria,Algeria,19.18347389,26.17516351,24.79934045,0.516322219,20,3,0
105,252,1,4,13,Algeria,Austria,19.31424278,24.80866392,26.1243896,0.516322219,3,20,0
106,262,4,1,13,Austria,Algeria,19.14133979,26.1243896,24.80866392,0.516322219,20,3,0
107,272,1,4,14,Algeria,Austria,19.43184392,24.62286379,26.16666454,0.516322219,3,20,0
108,282,4,1,14,Austria,Algeria,19.62353663,26.16666454,24.62286379,0.516322219,20,3,0
109,292,1,4,15,Algeria,Austria,18.70407983,24.57831013,26.3049993,0.516322219,7,20,0
110,302,4,1,15,Austria,Algeria,19.32925913,26.3049993,24.57831013,0.516322219,20,7,0
111,313,1,4,16,Algeria,Austria,19.5049541,24.66219697,26.25873148,0.516322219,7,20,0
112,322,4,1,16,Austria,Algeria,18.69919688,26.25873148,24.66219697,0.516322219,20,7,0
113,332,1,4,17,Algeria,Austria,19.43786731,24.66274399,26.12150466,0.516322219,7,20,0
114,342,4,1,17,Austria,Algeria,18.39352001,26.12150466,24.66274399,0.516322219,20,7,0
115,352,1,4,18,Algeria,Austria,18.5250589,24.63679446,26.1347585,0.516322219,7,20,0
116,362,4,1,18,Austria,Algeria,18.49612401,26.1347585,24.63679446,0.516322219,20,7,0
117,372,1,4,19,Algeria,Austria,18.65139083,24.61915946,26.10343423,0.516322219,7,20,0
118,382,4,1,19,Austria,Algeria,18.53266495,26.10343423,24.61915946,0.516322219,20,7,0
119,392,1,4,20,Algeria,Austria,19.02579937,24.70294749,25.97553926,0.516322219,7,20,0
120,402,4,1,20,Austria,Algeria,18.56513269,25.97553926,24.70294749,0.516322219,20,7,0
121,114,1,5,1,Algeria,Barbados,0,25.1531471,21.30770624,1.903270417,1,20,0
122,214,5,1,1,Barbados,Algeria,10.21273552,21.30770624,25.1531471,1.903270417,20,1,0
123,314,1,5,2,Algeria,Barbados,0,25.11347651,21.29131847,1.903270417,1,20,0
124,43,5,1,2,Barbados,Algeria,0,21.29131847,25.11347651,1.903270417,20,1,0
125,53,1,5,3,Algeria,Barbados,0,25.15849058,21.31955043,1.903270417,1,20,0
126,63,5,1,3,Barbados,Algeria,0,21.31955043,25.15849058,1.903270417,20,1,0
127,73,1,5,4,Algeria,Barbados,0,25.21190653,21.35952179,1.903270417,1,20,0
128,83,5,1,4,Barbados,Algeria,0,21.35952179,25.21190653,1.903270417,20,1,0
129,93,1,5,5,Algeria,Barbados,0,25.25221917,21.37582334,1.903270417,1,19,0
130,103,5,1,5,Barbados,Algeria,9.493719473,21.37582334,25.25221917,1.903270417,19,1,0
131,115,1,5,6,Algeria,Barbados,0,25.32926962,21.45271679,1.903270417,1,19,0
132,123,5,1,6,Barbados,Algeria,0,21.45271679,25.32926962,1.903270417,19,1,0
133,133,1,5,7,Algeria,Barbados,0,25.33944388,21.51080248,1.903270417,1,20,0
134,143,5,1,7,Barbados,Algeria,10.09617081,21.51080248,25.33944388,1.903270417,20,1,0
135,153,1,5,8,Algeria,Barbados,0,25.17792958,21.53048107,1.903270417,1,20,0
136,163,5,1,8,Barbados,Algeria,0,21.53048107,25.17792958,1.903270417,20,1,0
137,173,1,5,9,Algeria,Barbados,0,25.06982406,21.58226911,1.903270417,8,20,0
138,183,5,1,9,Barbados,Algeria,8.239962974,21.58226911,25.06982406,1.903270417,20,8,0
139,193,1,5,10,Algeria,Barbados,0,25.12615219,21.53551118,1.903270417,8,20,0
140,203,5,1,10,Barbados,Algeria,0,21.53551118,25.12615219,1.903270417,20,8,0
141,215,1,5,11,Algeria,Barbados,0,24.77989633,21.48252656,1.903270417,8,20,0
142,223,5,1,11,Barbados,Algeria,0,21.48252656,24.77989633,1.903270417,20,8,0
143,233,1,5,12,Algeria,Barbados,0,24.79934045,21.39187346,1.903270417,3,20,0
144,243,5,1,12,Barbados,Algeria,0,21.39187346,24.79934045,1.903270417,20,3,0
145,253,1,5,13,Algeria,Barbados,0,24.80866392,21.39333916,1.903270417,3,20,0
146,263,5,1,13,Barbados,Algeria,0,21.39333916,24.80866392,1.903270417,20,3,0
147,273,1,5,14,Algeria,Barbados,0,24.62286379,21.42148112,1.903270417,3,20,0
148,283,5,1,14,Barbados,Algeria,0,21.42148112,24.62286379,1.903270417,20,3,0
149,293,1,5,15,Algeria,Barbados,0,24.57831013,21.46599027,1.903270417,7,20,0
150,303,5,1,15,Barbados,Algeria,10.20226946,21.46599027,24.57831013,1.903270417,20,7,0
151,315,1,5,16,Algeria,Barbados,0,24.66219697,21.49941061,1.903270417,7,20,0
152,323,5,1,16,Barbados,Algeria,0,21.49941061,24.66219697,1.903270417,20,7,0
153,333,1,5,17,Algeria,Barbados,14.49401351,24.66274399,21.57753003,1.903270417,7,20,0
154,343,5,1,17,Barbados,Algeria,0,21.57753003,24.66274399,1.903270417,20,7,0
155,353,1,5,18,Algeria,Barbados,10.95042176,24.63679446,21.63683385,1.903270417,7,20,0
156,363,5,1,18,Barbados,Algeria,0,21.63683385,24.63679446,1.903270417,20,7,0
157,373,1,5,19,Algeria,Barbados,7.913474911,24.61915946,21.66054485,1.903270417,7,20,0
158,383,5,1,19,Barbados,Algeria,7.7201261,21.66054485,24.61915946,1.903270417,20,7,0
159,393,1,5,20,Algeria,Barbados,10.32711996,24.70294749,21.67105524,1.903270417,7,20,0
160,403,5,1,20,Barbados,Algeria,0,21.67105524,24.70294749,1.903270417,20,7,0
161,116,1,6,1,Algeria,Belgium,19.12070179,25.1531471,25.97728294,0.450001082,1,20,0
162,216,6,1,1,Belgium,Algeria,20.51986441,25.97728294,25.1531471,0.450001082,20,1,0
163,316,1,6,2,Algeria,Belgium,19.31622723,25.11347651,25.78425139,0.450001082,1,20,0
164,44,6,1,2,Belgium,Algeria,20.36070007,25.78425139,25.11347651,0.450001082,20,1,0
165,54,1,6,3,Algeria,Belgium,19.03943094,25.15849058,25.69799924,0.450001082,1,20,0
166,64,6,1,3,Belgium,Algeria,20.22505646,25.69799924,25.15849058,0.450001082,20,1,0
167,74,1,6,4,Algeria,Belgium,18.23403534,25.21190653,25.61052017,0.450001082,1,20,0
168,84,6,1,4,Belgium,Algeria,20.42276846,25.61052017,25.21190653,0.450001082,20,1,0
169,94,1,6,5,Algeria,Belgium,18.49931189,25.25221917,25.60992984,0.450001082,1,20,0
170,104,6,1,5,Belgium,Algeria,20.31619989,25.60992984,25.25221917,0.450001082,20,1,0
171,117,1,6,6,Algeria,Belgium,18.33367438,25.32926962,25.92001718,0.450001082,1,20,0
172,124,6,1,6,Belgium,Algeria,19.89886174,25.92001718,25.32926962,0.450001082,20,1,0
173,134,1,6,7,Algeria,Belgium,19.97849295,25.33944388,26.10208355,0.450001082,1,20,0
174,144,6,1,7,Belgium,Algeria,19.98016616,26.10208355,25.33944388,0.450001082,20,1,0
175,154,1,6,8,Algeria,Belgium,19.90106656,25.17792958,26.14855467,0.450001082,1,20,0
176,164,6,1,8,Belgium,Algeria,20.00990958,26.14855467,25.17792958,0.450001082,20,1,0
177,174,1,6,9,Algeria,Belgium,20.22848777,25.06982406,26.1142359,0.450001082,8,20,0
178,184,6,1,9,Belgium,Algeria,19.83779463,26.1142359,25.06982406,0.450001082,20,8,0
179,194,1,6,10,Algeria,Belgium,20.39194193,25.12615219,26.28222154,0.450001082,8,20,0
180,204,6,1,10,Belgium,Algeria,19.98028266,26.28222154,25.12615219,0.450001082,20,8,0
181,217,1,6,11,Algeria,Belgium,20.45461736,24.77989633,26.26606573,0.450001082,8,20,0
182,224,6,1,11,Belgium,Algeria,19.58616098,26.26606573,24.77989633,0.450001082,20,8,0
183,234,1,6,12,Algeria,Belgium,20.30630908,24.79934045,26.34423984,0.450001082,3,20,0
184,244,6,1,12,Belgium,Algeria,19.56803224,26.34423984,24.79934045,0.450001082,20,3,0
185,254,1,6,13,Algeria,Belgium,20.15285761,24.80866392,26.27392133,0.450001082,3,20,0
186,264,6,1,13,Belgium,Algeria,19.09437609,26.27392133,24.80866392,0.450001082,20,3,0
187,274,1,6,14,Algeria,Belgium,19.92469669,24.62286379,26.33294523,0.450001082,3,20,0
188,284,6,1,14,Belgium,Algeria,19.33446012,26.33294523,24.62286379,0.450001082,20,3,0
189,294,1,6,15,Algeria,Belgium,20.10198851,24.57831013,26.46943129,0.450001082,7,20,0
190,304,6,1,15,Belgium,Algeria,19.44990882,26.46943129,24.57831013,0.450001082,20,7,0
191,317,1,6,16,Algeria,Belgium,20.06788103,24.66219697,26.41473573,0.450001082,7,20,0
192,324,6,1,16,Belgium,Algeria,19.28099123,26.41473573,24.66219697,0.450001082,20,7,0
193,334,1,6,17,Algeria,Belgium,20.29651135,24.66274399,26.2948867,0.450001082,7,20,0
194,344,6,1,17,Belgium,Algeria,19.31838617,26.2948867,24.66274399,0.450001082,20,7,0
195,354,1,6,18,Algeria,Belgium,20.06540777,24.63679446,26.29963315,0.450001082,7,20,0
196,364,6,1,18,Belgium,Algeria,19.38301736,26.29963315,24.63679446,0.450001082,20,7,0
197,374,1,6,19,Algeria,Belgium,19.93858889,24.61915946,26.28177964,0.450001082,7,20,0
198,384,6,1,19,Belgium,Algeria,19.1106307,26.28177964,24.61915946,0.450001082,20,7,0
199,394,1,6,20,Algeria,Belgium,20.41699073,24.70294749,26.15261147,0.450001082,7,20,0
200,404,6,1,20,Belgium,Algeria,19.2907504,26.15261147,24.70294749,0.450001082,20,7,0
201,118,1,7,1,Algeria,Bolivia,11.88311257,25.1531471,22.42341893,2.247000665,1,3,0
202,218,7,1,1,Bolivia,Algeria,0,22.42341893,25.1531471,2.247000665,3,1,0
203,318,1,7,2,Algeria,Bolivia,11.0298424,25.11347651,22.39765281,2.247000665,1,18,0
204,45,7,1,2,Bolivia,Algeria,14.65861751,22.39765281,25.11347651,2.247000665,18,1,0
205,55,1,7,3,Algeria,Bolivia,12.25927549,25.15849058,22.25283874,2.247000665,1,18,0
206,65,7,1,3,Bolivia,Algeria,0,22.25283874,25.15849058,2.247000665,18,1,0
207,75,1,7,4,Algeria,Bolivia,9.204842998,25.21190653,22.22544217,2.247000665,1,18,0
208,85,7,1,4,Bolivia,Algeria,15.01860906,22.22544217,25.21190653,2.247000665,18,1,0
209,95,1,7,5,Algeria,Bolivia,8.187865262,25.25221917,22.33133478,2.247000665,1,19,0
210,105,7,1,5,Bolivia,Algeria,13.77550175,22.33133478,25.25221917,2.247000665,19,1,0
211,119,1,7,6,Algeria,Bolivia,0,25.32926962,22.55132908,2.247000665,1,19,0
212,125,7,1,6,Bolivia,Algeria,0,22.55132908,25.32926962,2.247000665,19,1,0
213,135,1,7,7,Algeria,Bolivia,0,25.33944388,22.60941477,2.247000665,1,19,0
214,145,7,1,7,Bolivia,Algeria,0,22.60941477,25.33944388,2.247000665,19,1,0
215,155,1,7,8,Algeria,Bolivia,0,25.17792958,22.62475496,2.247000665,1,19,0
216,165,7,1,8,Bolivia,Algeria,0,22.62475496,25.17792958,2.247000665,19,1,0
217,175,1,7,9,Algeria,Bolivia,0,25.06982406,22.60344966,2.247000665,8,19,0
218,185,7,1,9,Bolivia,Algeria,15.21864761,22.60344966,25.06982406,2.247000665,19,8,0
219,195,1,7,10,Algeria,Bolivia,0,25.12615219,22.58211175,2.247000665,8,19,0
220,205,7,1,10,Bolivia,Algeria,0,22.58211175,25.12615219,2.247000665,19,8,0
221,219,1,7,11,Algeria,Bolivia,0,24.77989633,22.63302369,2.247000665,8,19,0
222,225,7,1,11,Bolivia,Algeria,0,22.63302369,24.77989633,2.247000665,19,8,0
223,235,1,7,12,Algeria,Bolivia,10.22857744,24.79934045,22.65802351,2.247000665,3,19,0
224,245,7,1,12,Bolivia,Algeria,16.2665321,22.65802351,24.79934045,2.247000665,19,3,0
225,255,1,7,13,Algeria,Bolivia,11.93384018,24.80866392,22.64435845,2.247000665,3,19,0
226,265,7,1,13,Bolivia,Algeria,0,22.64435845,24.80866392,2.247000665,19,3,0
227,275,1,7,14,Algeria,Bolivia,11.00260767,24.62286379,22.66178028,2.247000665,3,19,0
228,285,7,1,14,Bolivia,Algeria,6.982975414,22.66178028,24.62286379,2.247000665,19,3,0
229,295,1,7,15,Algeria,Bolivia,10.78641528,24.57831013,22.75050194,2.247000665,7,19,0
230,305,7,1,15,Bolivia,Algeria,9.440794146,22.75050194,24.57831013,2.247000665,19,7,0
231,319,1,7,16,Algeria,Bolivia,9.950696298,24.66219697,22.81779377,2.247000665,7,19,0
232,325,7,1,16,Bolivia,Algeria,0,22.81779377,24.66219697,2.247000665,19,7,0
233,335,1,7,17,Algeria,Bolivia,9.089655349,24.66274399,22.86428152,2.247000665,7,19,0
234,345,7,1,17,Bolivia,Algeria,0,22.86428152,24.66274399,2.247000665,19,7,0
235,355,1,7,18,Algeria,Bolivia,0,24.63679446,22.91823839,2.247000665,7,19,0
236,365,7,1,18,Bolivia,Algeria,8.637315357,22.91823839,24.63679446,2.247000665,19,7,0
237,375,1,7,19,Algeria,Bolivia,10.86685975,24.61915946,22.87137667,2.247000665,7,19,0
238,385,7,1,19,Bolivia,Algeria,0,22.87137667,24.61915946,2.247000665,19,7,0
239,395,1,7,20,Algeria,Bolivia,0,24.70294749,22.85030636,2.247000665,7,19,0
240,405,7,1,20,Bolivia,Algeria,0,22.85030636,24.70294749,2.247000665,19,7,0
241,120,1,8,1,Algeria,Brazil,20.16861836,25.1531471,26.93811153,2.066723517,1,6,0
242,220,8,1,1,Brazil,Algeria,20.22750343,26.93811153,25.1531471,2.066723517,6,1,0
243,320,1,8,2,Algeria,Brazil,19.61631763,25.11347651,26.94428649,2.066723517,1,7,0
244,46,8,1,2,Brazil,Algeria,19.59011831,26.94428649,25.11347651,2.066723517,7,1,0
245,56,1,8,3,Algeria,Brazil,19.45713617,25.15849058,26.58396624,2.066723517,1,7,0
246,66,8,1,3,Brazil,Algeria,19.62961495,26.58396624,25.15849058,2.066723517,7,1,0
247,76,1,8,4,Algeria,Brazil,19.1904919,25.21190653,26.57082778,2.066723517,1,7,0
248,86,8,1,4,Brazil,Algeria,19.96395816,26.57082778,25.21190653,2.066723517,7,1,0
249,96,1,8,5,Algeria,Brazil,19.61968959,25.25221917,26.60067355,2.066723517,1,17,0
250,106,8,1,5,Brazil,Algeria,19.93456659,26.60067355,25.25221917,2.066723517,17,1,0
251,1110,1,8,6,Algeria,Brazil,18.95033774,25.32926962,26.76607203,2.066723517,1,17,0
252,126,8,1,6,Brazil,Algeria,19.68029482,26.76607203,25.32926962,2.066723517,17,1,0
253,136,1,8,7,Algeria,Brazil,19.0941209,25.33944388,26.82281869,2.066723517,1,17,0
254,146,8,1,7,Brazil,Algeria,19.69771413,26.82281869,25.33944388,2.066723517,17,1,0
255,156,1,8,8,Algeria,Brazil,18.77919469,25.17792958,26.89779131,2.066723517,1,18,0
256,166,8,1,8,Brazil,Algeria,19.10094157,26.89779131,25.17792958,2.066723517,18,1,0
257,176,1,8,9,Algeria,Brazil,19.47557924,25.06982406,27.18720575,2.066723517,8,18,0
258,186,8,1,9,Brazil,Algeria,19.04051528,27.18720575,25.06982406,2.066723517,18,8,0
259,196,1,8,10,Algeria,Brazil,19.59734065,25.12615219,27.1345827,2.066723517,8,18,0
260,206,8,1,10,Brazil,Algeria,18.58790863,27.1345827,25.12615219,2.066723517,18,8,0
261,2110,1,8,11,Algeria,Brazil,19.60258291,24.77989633,26.96661122,2.066723517,8,18,0
262,226,8,1,11,Brazil,Algeria,18.51647783,26.96661122,24.77989633,2.066723517,18,8,0
263,236,1,8,12,Algeria,Brazil,19.85126767,24.79934045,26.896847,2.066723517,3,18,0
264,246,8,1,12,Brazil,Algeria,17.73485565,26.896847,24.79934045,2.066723517,18,3,0
265,256,1,8,13,Algeria,Brazil,20.29884525,24.80866392,26.98086183,2.066723517,3,18,0
266,266,8,1,13,Brazil,Algeria,18.36538481,26.98086183,24.80866392,2.066723517,18,3,0
267,276,1,8,14,Algeria,Brazil,19.59595093,24.62286379,27.17597869,2.066723517,3,18,0
268,286,8,1,14,Brazil,Algeria,18.80516212,27.17597869,24.62286379,2.066723517,18,3,0
269,296,1,8,15,Algeria,Brazil,19.47291762,24.57831013,27.40219214,2.066723517,7,18,0
270,306,8,1,15,Brazil,Algeria,18.85017645,27.40219214,24.57831013,2.066723517,18,7,0
271,3110,1,8,16,Algeria,Brazil,20.47089763,24.66219697,27.4691768,2.066723517,7,18,0
272,326,8,1,16,Brazil,Algeria,19.0425488,27.4691768,24.66219697,2.066723517,18,7,0
273,336,1,8,17,Algeria,Brazil,20.59333202,24.66274399,27.48819054,2.066723517,7,18,0
274,346,8,1,17,Brazil,Algeria,18.35267234,27.48819054,24.66274399,2.066723517,18,7,0
275,356,1,8,18,Algeria,Brazil,20.4162737,24.63679446,27.44767032,2.066723517,7,18,0
276,366,8,1,18,Brazil,Algeria,17.9247551,27.44767032,24.63679446,2.066723517,18,7,0
277,376,1,8,19,Algeria,Brazil,20.80307538,24.61915946,27.02731513,2.066723517,7,18,0
278,386,8,1,19,Brazil,Algeria,18.50054207,27.02731513,24.61915946,2.066723517,18,7,0
279,396,1,8,20,Algeria,Brazil,21.18608613,24.70294749,27.12352328,2.066723517,7,18,0
280,406,8,1,20,Brazil,Algeria,17.84578243,27.12352328,24.70294749,2.066723517,18,7,0
281,127,1,9,1,Algeria,Canada,20.25135603,25.1531471,27.05589457,1.856010542,1,20,0
282,227,9,1,1,Canada,Algeria,20.41888604,27.05589457,25.1531471,1.856010542,20,1,0
283,327,1,9,2,Algeria,Canada,19.74439874,25.11347651,27.01940712,1.856010542,1,6,0
284,47,9,1,2,Canada,Algeria,20.45784599,27.01940712,25.11347651,1.856010542,6,1,0
